Municipios;Sexo;Periodo;Total
36016 Dozón;Mujeres;2002;1091
36016 Dozón;Mujeres;2001;1135
36016 Dozón;Mujeres;2000;1137
36016 Dozón;Mujeres;1999;1161
36016 Dozón;Mujeres;1998;1175
36016 Dozón;Mujeres;1997;
36016 Dozón;Mujeres;1996;1278
36017 Estrada, A;Total;2020;20351
36017 Estrada, A;Total;2019;20479
36017 Estrada, A;Total;2018;20661
36017 Estrada, A;Total;2017;20700
36017 Estrada, A;Total;2016;20891
36017 Estrada, A;Total;2015;21025
36017 Estrada, A;Total;2014;21197
36017 Estrada, A;Total;2013;21464
36017 Estrada, A;Total;2012;21657
36017 Estrada, A;Total;2011;21759
36017 Estrada, A;Total;2010;21828
36017 Estrada, A;Total;2009;21880
36017 Estrada, A;Total;2008;21886
36017 Estrada, A;Total;2007;21908
36017 Estrada, A;Total;2006;22013
36017 Estrada, A;Total;2005;22102
36017 Estrada, A;Total;2004;22217
36017 Estrada, A;Total;2003;22362
36017 Estrada, A;Total;2002;22125
36017 Estrada, A;Total;2001;22216
36017 Estrada, A;Total;2000;22317
36017 Estrada, A;Total;1999;22331
36017 Estrada, A;Total;1998;22369
36017 Estrada, A;Total;1997;
36017 Estrada, A;Total;1996;22492
36017 Estrada, A;Hombres;2020;9771
36017 Estrada, A;Hombres;2019;9811
36017 Estrada, A;Hombres;2018;9912
36017 Estrada, A;Hombres;2017;9962
36017 Estrada, A;Hombres;2016;10048
36017 Estrada, A;Hombres;2015;10072
36017 Estrada, A;Hombres;2014;10171
36017 Estrada, A;Hombres;2013;10283
36017 Estrada, A;Hombres;2012;10382
36017 Estrada, A;Hombres;2011;10392
36017 Estrada, A;Hombres;2010;10405
36017 Estrada, A;Hombres;2009;10418
36017 Estrada, A;Hombres;2008;10399
36017 Estrada, A;Hombres;2007;10371
36017 Estrada, A;Hombres;2006;10420
36017 Estrada, A;Hombres;2005;10449
36017 Estrada, A;Hombres;2004;10503
36017 Estrada, A;Hombres;2003;10538
36017 Estrada, A;Hombres;2002;10398
36017 Estrada, A;Hombres;2001;10421
36017 Estrada, A;Hombres;2000;10456
36017 Estrada, A;Hombres;1999;10492
36017 Estrada, A;Hombres;1998;10532
36017 Estrada, A;Hombres;1997;
36017 Estrada, A;Hombres;1996;10622
36017 Estrada, A;Mujeres;2020;10580
36017 Estrada, A;Mujeres;2019;10668
36017 Estrada, A;Mujeres;2018;10749
36017 Estrada, A;Mujeres;2017;10738
36017 Estrada, A;Mujeres;2016;10843
36017 Estrada, A;Mujeres;2015;10953
36017 Estrada, A;Mujeres;2014;11026
36017 Estrada, A;Mujeres;2013;11181
36017 Estrada, A;Mujeres;2012;11275
36017 Estrada, A;Mujeres;2011;11367
36017 Estrada, A;Mujeres;2010;11423
36017 Estrada, A;Mujeres;2009;11462
36017 Estrada, A;Mujeres;2008;11487
36017 Estrada, A;Mujeres;2007;11537
36017 Estrada, A;Mujeres;2006;11593
36017 Estrada, A;Mujeres;2005;11653
36017 Estrada, A;Mujeres;2004;11714
36017 Estrada, A;Mujeres;2003;11824
36017 Estrada, A;Mujeres;2002;11727
36017 Estrada, A;Mujeres;2001;11795
36017 Estrada, A;Mujeres;2000;11861
36017 Estrada, A;Mujeres;1999;11839
36017 Estrada, A;Mujeres;1998;11837
36017 Estrada, A;Mujeres;1997;
36017 Estrada, A;Mujeres;1996;11870
36018 Forcarei;Total;2020;3308
36018 Forcarei;Total;2019;3388
36018 Forcarei;Total;2018;3451
36018 Forcarei;Total;2017;3523
36018 Forcarei;Total;2016;3621
36018 Forcarei;Total;2015;3683
36018 Forcarei;Total;2014;3696
36018 Forcarei;Total;2013;3820
36018 Forcarei;Total;2012;3916
36018 Forcarei;Total;2011;4044
36018 Forcarei;Total;2010;4108
36018 Forcarei;Total;2009;4219
36018 Forcarei;Total;2008;4336
36018 Forcarei;Total;2007;4428
36018 Forcarei;Total;2006;4505
36018 Forcarei;Total;2005;4576
36018 Forcarei;Total;2004;4616
36018 Forcarei;Total;2003;4704
36018 Forcarei;Total;2002;4802
36018 Forcarei;Total;2001;4849
36018 Forcarei;Total;2000;4889
36018 Forcarei;Total;1999;4892
36018 Forcarei;Total;1998;5064
36018 Forcarei;Total;1997;
36018 Forcarei;Total;1996;5301
36018 Forcarei;Hombres;2020;1569
36018 Forcarei;Hombres;2019;1617
36018 Forcarei;Hombres;2018;1649
36018 Forcarei;Hombres;2017;1674
36018 Forcarei;Hombres;2016;1715
36018 Forcarei;Hombres;2015;1728
36018 Forcarei;Hombres;2014;1735
36018 Forcarei;Hombres;2013;1807
36018 Forcarei;Hombres;2012;1861
36018 Forcarei;Hombres;2011;1924
36018 Forcarei;Hombres;2010;1939
36018 Forcarei;Hombres;2009;1985
36018 Forcarei;Hombres;2008;2036
36018 Forcarei;Hombres;2007;2081
36018 Forcarei;Hombres;2006;2111
36018 Forcarei;Hombres;2005;2142
36018 Forcarei;Hombres;2004;2175
36018 Forcarei;Hombres;2003;2215
36018 Forcarei;Hombres;2002;2268
36018 Forcarei;Hombres;2001;2286
36018 Forcarei;Hombres;2000;2303
36018 Forcarei;Hombres;1999;2284
36018 Forcarei;Hombres;1998;2389
36018 Forcarei;Hombres;1997;
36018 Forcarei;Hombres;1996;2512
36018 Forcarei;Mujeres;2020;1739
36018 Forcarei;Mujeres;2019;1771
36018 Forcarei;Mujeres;2018;1802
36018 Forcarei;Mujeres;2017;1849
36018 Forcarei;Mujeres;2016;1906
36018 Forcarei;Mujeres;2015;1955
36018 Forcarei;Mujeres;2014;1961
36018 Forcarei;Mujeres;2013;2013
36018 Forcarei;Mujeres;2012;2055
36018 Forcarei;Mujeres;2011;2120
36018 Forcarei;Mujeres;2010;2169
36018 Forcarei;Mujeres;2009;2234
36018 Forcarei;Mujeres;2008;2300
36018 Forcarei;Mujeres;2007;2347
36018 Forcarei;Mujeres;2006;2394
36018 Forcarei;Mujeres;2005;2434
36018 Forcarei;Mujeres;2004;2441
36018 Forcarei;Mujeres;2003;2489
36018 Forcarei;Mujeres;2002;2534
36018 Forcarei;Mujeres;2001;2563
36018 Forcarei;Mujeres;2000;2586
36018 Forcarei;Mujeres;1999;2608
36018 Forcarei;Mujeres;1998;2675
36018 Forcarei;Mujeres;1997;
36018 Forcarei;Mujeres;1996;2789
36019 Fornelos de Montes;Total;2020;1598
36019 Fornelos de Montes;Total;2019;1616
36019 Fornelos de Montes;Total;2018;1640
36019 Fornelos de Montes;Total;2017;1694
36019 Fornelos de Montes;Total;2016;1748
36019 Fornelos de Montes;Total;2015;1794
36019 Fornelos de Montes;Total;2014;1784
36019 Fornelos de Montes;Total;2013;1864
36019 Fornelos de Montes;Total;2012;1906
36019 Fornelos de Montes;Total;2011;2002
36019 Fornelos de Montes;Total;2010;1966
36019 Fornelos de Montes;Total;2009;1976
36019 Fornelos de Montes;Total;2008;1991
36019 Fornelos de Montes;Total;2007;2036
36019 Fornelos de Montes;Total;2006;2042
36019 Fornelos de Montes;Total;2005;2057
36019 Fornelos de Montes;Total;2004;2092
36019 Fornelos de Montes;Total;2003;2137
36019 Fornelos de Montes;Total;2002;2181
36019 Fornelos de Montes;Total;2001;2230
36019 Fornelos de Montes;Total;2000;2271
36019 Fornelos de Montes;Total;1999;2343
36019 Fornelos de Montes;Total;1998;2343
36019 Fornelos de Montes;Total;1997;
36019 Fornelos de Montes;Total;1996;2410
36019 Fornelos de Montes;Hombres;2020;768
36019 Fornelos de Montes;Hombres;2019;770
36019 Fornelos de Montes;Hombres;2018;783
36019 Fornelos de Montes;Hombres;2017;810
36019 Fornelos de Montes;Hombres;2016;827
36019 Fornelos de Montes;Hombres;2015;850
36019 Fornelos de Montes;Hombres;2014;835
36019 Fornelos de Montes;Hombres;2013;883
36019 Fornelos de Montes;Hombres;2012;899
36019 Fornelos de Montes;Hombres;2011;950
36019 Fornelos de Montes;Hombres;2010;928
36019 Fornelos de Montes;Hombres;2009;926
36019 Fornelos de Montes;Hombres;2008;933
36019 Fornelos de Montes;Hombres;2007;943
36019 Fornelos de Montes;Hombres;2006;944
36019 Fornelos de Montes;Hombres;2005;952
36019 Fornelos de Montes;Hombres;2004;965
36019 Fornelos de Montes;Hombres;2003;987
36019 Fornelos de Montes;Hombres;2002;998
36019 Fornelos de Montes;Hombres;2001;1019
36019 Fornelos de Montes;Hombres;2000;1035
36019 Fornelos de Montes;Hombres;1999;1063
36019 Fornelos de Montes;Hombres;1998;1063
36019 Fornelos de Montes;Hombres;1997;
36019 Fornelos de Montes;Hombres;1996;1099
36019 Fornelos de Montes;Mujeres;2020;830
36019 Fornelos de Montes;Mujeres;2019;846
36019 Fornelos de Montes;Mujeres;2018;857
36019 Fornelos de Montes;Mujeres;2017;884
36019 Fornelos de Montes;Mujeres;2016;921
36019 Fornelos de Montes;Mujeres;2015;944
36019 Fornelos de Montes;Mujeres;2014;949
36019 Fornelos de Montes;Mujeres;2013;981
36019 Fornelos de Montes;Mujeres;2012;1007
36019 Fornelos de Montes;Mujeres;2011;1052
36019 Fornelos de Montes;Mujeres;2010;1038
36019 Fornelos de Montes;Mujeres;2009;1050
36019 Fornelos de Montes;Mujeres;2008;1058
36019 Fornelos de Montes;Mujeres;2007;1093
36019 Fornelos de Montes;Mujeres;2006;1098
36019 Fornelos de Montes;Mujeres;2005;1105
36019 Fornelos de Montes;Mujeres;2004;1127
36019 Fornelos de Montes;Mujeres;2003;1150
36019 Fornelos de Montes;Mujeres;2002;1183
36019 Fornelos de Montes;Mujeres;2001;1211
36019 Fornelos de Montes;Mujeres;2000;1236
36019 Fornelos de Montes;Mujeres;1999;1280
36019 Fornelos de Montes;Mujeres;1998;1280
36019 Fornelos de Montes;Mujeres;1997;
36019 Fornelos de Montes;Mujeres;1996;1311
36021 Gondomar;Total;2020;14702
36021 Gondomar;Total;2019;14286
36021 Gondomar;Total;2018;14236
36021 Gondomar;Total;2017;14233
36021 Gondomar;Total;2016;14192
36021 Gondomar;Total;2015;14056
36021 Gondomar;Total;2014;14051
36021 Gondomar;Total;2013;14005
36021 Gondomar;Total;2012;13954
36021 Gondomar;Total;2011;13973
36021 Gondomar;Total;2010;13890
36021 Gondomar;Total;2009;13841
36021 Gondomar;Total;2008;13713
36021 Gondomar;Total;2007;13371
36021 Gondomar;Total;2006;12888
36021 Gondomar;Total;2005;12685
36021 Gondomar;Total;2004;12121
36021 Gondomar;Total;2003;11987
36021 Gondomar;Total;2002;11861
36021 Gondomar;Total;2001;11631
36021 Gondomar;Total;2000;11463
36021 Gondomar;Total;1999;11327
36021 Gondomar;Total;1998;11190
36021 Gondomar;Total;1997;
36021 Gondomar;Total;1996;11147
36021 Gondomar;Hombres;2020;7303
36021 Gondomar;Hombres;2019;7091
36021 Gondomar;Hombres;2018;7074
36021 Gondomar;Hombres;2017;7066
36021 Gondomar;Hombres;2016;7043
36021 Gondomar;Hombres;2015;6954
36021 Gondomar;Hombres;2014;6942
36021 Gondomar;Hombres;2013;6906
36021 Gondomar;Hombres;2012;6858
36021 Gondomar;Hombres;2011;6895
36021 Gondomar;Hombres;2010;6862
36021 Gondomar;Hombres;2009;6816
36021 Gondomar;Hombres;2008;6751
36021 Gondomar;Hombres;2007;6625
36021 Gondomar;Hombres;2006;6400
36021 Gondomar;Hombres;2005;6280
36021 Gondomar;Hombres;2004;5977
36021 Gondomar;Hombres;2003;5896
36021 Gondomar;Hombres;2002;5841
36021 Gondomar;Hombres;2001;5714
36021 Gondomar;Hombres;2000;5615
36021 Gondomar;Hombres;1999;5549
36021 Gondomar;Hombres;1998;5485
36021 Gondomar;Hombres;1997;
36021 Gondomar;Hombres;1996;5469
36021 Gondomar;Mujeres;2020;7399
36021 Gondomar;Mujeres;2019;7195
36021 Gondomar;Mujeres;2018;7162
36021 Gondomar;Mujeres;2017;7167
36021 Gondomar;Mujeres;2016;7149
36021 Gondomar;Mujeres;2015;7102
36021 Gondomar;Mujeres;2014;7109
36021 Gondomar;Mujeres;2013;7099
36021 Gondomar;Mujeres;2012;7096
36021 Gondomar;Mujeres;2011;7078
36021 Gondomar;Mujeres;2010;7028
36021 Gondomar;Mujeres;2009;7025
36021 Gondomar;Mujeres;2008;6962
36021 Gondomar;Mujeres;2007;6746
36021 Gondomar;Mujeres;2006;6488
36021 Gondomar;Mujeres;2005;6405
36021 Gondomar;Mujeres;2004;6144
36021 Gondomar;Mujeres;2003;6091
36021 Gondomar;Mujeres;2002;6020
36021 Gondomar;Mujeres;2001;5917
36021 Gondomar;Mujeres;2000;5848
36021 Gondomar;Mujeres;1999;5778
36021 Gondomar;Mujeres;1998;5705
36021 Gondomar;Mujeres;1997;
36021 Gondomar;Mujeres;1996;5678
36022 Grove, O;Total;2020;10518
36022 Grove, O;Total;2019;10650
36022 Grove, O;Total;2018;10700
36022 Grove, O;Total;2017;10746
36022 Grove, O;Total;2016;10758
36022 Grove, O;Total;2015;10801
36022 Grove, O;Total;2014;10851
36022 Grove, O;Total;2013;11096
36022 Grove, O;Total;2012;11236
36022 Grove, O;Total;2011;11241
36022 Grove, O;Total;2010;11297
36022 Grove, O;Total;2009;11250
36022 Grove, O;Total;2008;11264
36022 Grove, O;Total;2007;11226
36022 Grove, O;Total;2006;11225
36022 Grove, O;Total;2005;11218
36022 Grove, O;Total;2004;11147
36022 Grove, O;Total;2003;11135
36022 Grove, O;Total;2002;11075
36022 Grove, O;Total;2001;11061
36022 Grove, O;Total;2000;11036
36022 Grove, O;Total;1999;11049
36022 Grove, O;Total;1998;10985
36022 Grove, O;Total;1997;
36022 Grove, O;Total;1996;11035
36022 Grove, O;Hombres;2020;5178
36022 Grove, O;Hombres;2019;5252
36022 Grove, O;Hombres;2018;5289
36022 Grove, O;Hombres;2017;5305
36022 Grove, O;Hombres;2016;5301
36022 Grove, O;Hombres;2015;5306
36022 Grove, O;Hombres;2014;5343
36022 Grove, O;Hombres;2013;5463
36022 Grove, O;Hombres;2012;5526
36022 Grove, O;Hombres;2011;5532
36022 Grove, O;Hombres;2010;5557
36022 Grove, O;Hombres;2009;5545
36022 Grove, O;Hombres;2008;5556
36022 Grove, O;Hombres;2007;5549
36022 Grove, O;Hombres;2006;5548
36022 Grove, O;Hombres;2005;5556
36022 Grove, O;Hombres;2004;5512
36022 Grove, O;Hombres;2003;5501
36022 Grove, O;Hombres;2002;5487
36022 Grove, O;Hombres;2001;5479
36022 Grove, O;Hombres;2000;5467
36022 Grove, O;Hombres;1999;5474
36022 Grove, O;Hombres;1998;5464
36022 Grove, O;Hombres;1997;
36022 Grove, O;Hombres;1996;5478
36022 Grove, O;Mujeres;2020;5340
36022 Grove, O;Mujeres;2019;5398
36022 Grove, O;Mujeres;2018;5411
36022 Grove, O;Mujeres;2017;5441
36022 Grove, O;Mujeres;2016;5457
36022 Grove, O;Mujeres;2015;5495
36022 Grove, O;Mujeres;2014;5508
36022 Grove, O;Mujeres;2013;5633
36022 Grove, O;Mujeres;2012;5710
36022 Grove, O;Mujeres;2011;5709
36022 Grove, O;Mujeres;2010;5740
36022 Grove, O;Mujeres;2009;5705
36022 Grove, O;Mujeres;2008;5708
36022 Grove, O;Mujeres;2007;5677
36022 Grove, O;Mujeres;2006;5677
36022 Grove, O;Mujeres;2005;5662
36022 Grove, O;Mujeres;2004;5635
36022 Grove, O;Mujeres;2003;5634
36022 Grove, O;Mujeres;2002;5588
36022 Grove, O;Mujeres;2001;5582
36022 Grove, O;Mujeres;2000;5569
36022 Grove, O;Mujeres;1999;5575
36022 Grove, O;Mujeres;1998;5521
36022 Grove, O;Mujeres;1997;
36022 Grove, O;Mujeres;1996;5557
36023 Guarda, A;Total;2020;10025
36023 Guarda, A;Total;2019;9977
36023 Guarda, A;Total;2018;10013
36023 Guarda, A;Total;2017;10051
36023 Guarda, A;Total;2016;10133
36023 Guarda, A;Total;2015;10193
36023 Guarda, A;Total;2014;10314
36023 Guarda, A;Total;2013;10438
36023 Guarda, A;Total;2012;10453
36023 Guarda, A;Total;2011;10484
36023 Guarda, A;Total;2010;10472
36023 Guarda, A;Total;2009;10425
36023 Guarda, A;Total;2008;10404
36023 Guarda, A;Total;2007;10356
36023 Guarda, A;Total;2006;10254
36023 Guarda, A;Total;2005;10209
36023 Guarda, A;Total;2004;10162
36023 Guarda, A;Total;2003;10131
36023 Guarda, A;Total;2002;10032
36023 Guarda, A;Total;2001;9936
36023 Guarda, A;Total;2000;10000
36023 Guarda, A;Total;1999;9919
36023 Guarda, A;Total;1998;9919
36023 Guarda, A;Total;1997;
36023 Guarda, A;Total;1996;9921
36023 Guarda, A;Hombres;2020;4901
36023 Guarda, A;Hombres;2019;4877
36023 Guarda, A;Hombres;2018;4875
36023 Guarda, A;Hombres;2017;4889
36023 Guarda, A;Hombres;2016;4937
36023 Guarda, A;Hombres;2015;4969
36023 Guarda, A;Hombres;2014;5035
36023 Guarda, A;Hombres;2013;5101
36023 Guarda, A;Hombres;2012;5097
36023 Guarda, A;Hombres;2011;5110
36023 Guarda, A;Hombres;2010;5102
36023 Guarda, A;Hombres;2009;5088
36023 Guarda, A;Hombres;2008;5060
36023 Guarda, A;Hombres;2007;5020
36023 Guarda, A;Hombres;2006;5014
36023 Guarda, A;Hombres;2005;4983
36023 Guarda, A;Hombres;2004;4951
36023 Guarda, A;Hombres;2003;4941
36023 Guarda, A;Hombres;2002;4895
36023 Guarda, A;Hombres;2001;4847
36023 Guarda, A;Hombres;2000;4872
36023 Guarda, A;Hombres;1999;4819
36023 Guarda, A;Hombres;1998;4799
36023 Guarda, A;Hombres;1997;
36023 Guarda, A;Hombres;1996;4757
36023 Guarda, A;Mujeres;2020;5124
36023 Guarda, A;Mujeres;2019;5100
36023 Guarda, A;Mujeres;2018;5138
36023 Guarda, A;Mujeres;2017;5162
36023 Guarda, A;Mujeres;2016;5196
36023 Guarda, A;Mujeres;2015;5224
36023 Guarda, A;Mujeres;2014;5279
36023 Guarda, A;Mujeres;2013;5337
36023 Guarda, A;Mujeres;2012;5356
36023 Guarda, A;Mujeres;2011;5374
36023 Guarda, A;Mujeres;2010;5370
36023 Guarda, A;Mujeres;2009;5337
36023 Guarda, A;Mujeres;2008;5344
36023 Guarda, A;Mujeres;2007;5336
36023 Guarda, A;Mujeres;2006;5240
36023 Guarda, A;Mujeres;2005;5226
36023 Guarda, A;Mujeres;2004;5211
36023 Guarda, A;Mujeres;2003;5190
36023 Guarda, A;Mujeres;2002;5137
36023 Guarda, A;Mujeres;2001;5089
36023 Guarda, A;Mujeres;2000;5128
36023 Guarda, A;Mujeres;1999;5100
36023 Guarda, A;Mujeres;1998;5120
36023 Guarda, A;Mujeres;1997;
36023 Guarda, A;Mujeres;1996;5164
36901 Illa de Arousa, A;Total;2020;4932
36901 Illa de Arousa, A;Total;2019;4926
36901 Illa de Arousa, A;Total;2018;4958
36901 Illa de Arousa, A;Total;2017;4968
36901 Illa de Arousa, A;Total;2016;4909
36901 Illa de Arousa, A;Total;2015;4956
36901 Illa de Arousa, A;Total;2014;5006
36901 Illa de Arousa, A;Total;2013;5028
36901 Illa de Arousa, A;Total;2012;4981
36901 Illa de Arousa, A;Total;2011;5020
36901 Illa de Arousa, A;Total;2010;5000
36901 Illa de Arousa, A;Total;2009;4982
36901 Illa de Arousa, A;Total;2008;4928
36901 Illa de Arousa, A;Total;2007;4889
36901 Illa de Arousa, A;Total;2006;4849
36901 Illa de Arousa, A;Total;2005;4884
36901 Illa de Arousa, A;Total;2004;4874
36901 Illa de Arousa, A;Total;2003;4877
36901 Illa de Arousa, A;Total;2002;4885
36901 Illa de Arousa, A;Total;2001;4953
36901 Illa de Arousa, A;Total;2000;4948
36901 Illa de Arousa, A;Total;1999;4850
36901 Illa de Arousa, A;Total;1998;4828
36901 Illa de Arousa, A;Total;1997;
36901 Illa de Arousa, A;Total;1996;
36901 Illa de Arousa, A;Hombres;2020;2449
36901 Illa de Arousa, A;Hombres;2019;2458
36901 Illa de Arousa, A;Hombres;2018;2459
36901 Illa de Arousa, A;Hombres;2017;2461
36901 Illa de Arousa, A;Hombres;2016;2432
36901 Illa de Arousa, A;Hombres;2015;2459
36901 Illa de Arousa, A;Hombres;2014;2478
36901 Illa de Arousa, A;Hombres;2013;2490
36901 Illa de Arousa, A;Hombres;2012;2467
36901 Illa de Arousa, A;Hombres;2011;2488
36901 Illa de Arousa, A;Hombres;2010;2476
36901 Illa de Arousa, A;Hombres;2009;2463
36901 Illa de Arousa, A;Hombres;2008;2438
36901 Illa de Arousa, A;Hombres;2007;2427
36901 Illa de Arousa, A;Hombres;2006;2419
36901 Illa de Arousa, A;Hombres;2005;2434
36901 Illa de Arousa, A;Hombres;2004;2424
36901 Illa de Arousa, A;Hombres;2003;2425
36901 Illa de Arousa, A;Hombres;2002;2418
36901 Illa de Arousa, A;Hombres;2001;2458
36901 Illa de Arousa, A;Hombres;2000;2457
36901 Illa de Arousa, A;Hombres;1999;2392
36901 Illa de Arousa, A;Hombres;1998;2363
36901 Illa de Arousa, A;Hombres;1997;
36901 Illa de Arousa, A;Hombres;1996;
36901 Illa de Arousa, A;Mujeres;2020;2483
36901 Illa de Arousa, A;Mujeres;2019;2468
36901 Illa de Arousa, A;Mujeres;2018;2499
36901 Illa de Arousa, A;Mujeres;2017;2507
36901 Illa de Arousa, A;Mujeres;2016;2477
36901 Illa de Arousa, A;Mujeres;2015;2497
36901 Illa de Arousa, A;Mujeres;2014;2528
36901 Illa de Arousa, A;Mujeres;2013;2538
36901 Illa de Arousa, A;Mujeres;2012;2514
36901 Illa de Arousa, A;Mujeres;2011;2532
36901 Illa de Arousa, A;Mujeres;2010;2524
36901 Illa de Arousa, A;Mujeres;2009;2519
36901 Illa de Arousa, A;Mujeres;2008;2490
36901 Illa de Arousa, A;Mujeres;2007;2462
36901 Illa de Arousa, A;Mujeres;2006;2430
36901 Illa de Arousa, A;Mujeres;2005;2450
36901 Illa de Arousa, A;Mujeres;2004;2450
36901 Illa de Arousa, A;Mujeres;2003;2452
36901 Illa de Arousa, A;Mujeres;2002;2467
36901 Illa de Arousa, A;Mujeres;2001;2495
36901 Illa de Arousa, A;Mujeres;2000;2491
36901 Illa de Arousa, A;Mujeres;1999;2458
36901 Illa de Arousa, A;Mujeres;1998;2465
36901 Illa de Arousa, A;Mujeres;1997;
36901 Illa de Arousa, A;Mujeres;1996;
36024 Lalín;Total;2020;20207
36024 Lalín;Total;2019;20218
36024 Lalín;Total;2018;20103
36024 Lalín;Total;2017;20075
36024 Lalín;Total;2016;20044
36024 Lalín;Total;2015;20005
36024 Lalín;Total;2014;20158
36024 Lalín;Total;2013;20048
36024 Lalín;Total;2012;20409
36024 Lalín;Total;2011;21127
36024 Lalín;Total;2010;21216
36024 Lalín;Total;2009;21254
36024 Lalín;Total;2008;21130
36024 Lalín;Total;2007;20867
36024 Lalín;Total;2006;20779
36024 Lalín;Total;2005;20732
36024 Lalín;Total;2004;20698
36024 Lalín;Total;2003;20648
36024 Lalín;Total;2002;20453
36024 Lalín;Total;2001;20266
36024 Lalín;Total;2000;20169
36024 Lalín;Total;1999;20196
36024 Lalín;Total;1998;20090
36024 Lalín;Total;1997;
36024 Lalín;Total;1996;20515
36024 Lalín;Hombres;2020;9864
36024 Lalín;Hombres;2019;9846
36024 Lalín;Hombres;2018;9743
36024 Lalín;Hombres;2017;9751
36024 Lalín;Hombres;2016;9738
36024 Lalín;Hombres;2015;9707
36024 Lalín;Hombres;2014;9783
36024 Lalín;Hombres;2013;9721
36024 Lalín;Hombres;2012;9958
36024 Lalín;Hombres;2011;10291
36024 Lalín;Hombres;2010;10376
36024 Lalín;Hombres;2009;10403
36024 Lalín;Hombres;2008;10308
36024 Lalín;Hombres;2007;10130
36024 Lalín;Hombres;2006;10049
36024 Lalín;Hombres;2005;9995
36024 Lalín;Hombres;2004;9994
36024 Lalín;Hombres;2003;9979
36024 Lalín;Hombres;2002;9867
36024 Lalín;Hombres;2001;9776
36024 Lalín;Hombres;2000;9707
36024 Lalín;Hombres;1999;9755
36024 Lalín;Hombres;1998;9723
36024 Lalín;Hombres;1997;
36024 Lalín;Hombres;1996;9987
36024 Lalín;Mujeres;2020;10343
36024 Lalín;Mujeres;2019;10372
36024 Lalín;Mujeres;2018;10360
36024 Lalín;Mujeres;2017;10324
36024 Lalín;Mujeres;2016;10306
36024 Lalín;Mujeres;2015;10298
36024 Lalín;Mujeres;2014;10375
36024 Lalín;Mujeres;2013;10327
36024 Lalín;Mujeres;2012;10451
36024 Lalín;Mujeres;2011;10836
36024 Lalín;Mujeres;2010;10840
36024 Lalín;Mujeres;2009;10851
36024 Lalín;Mujeres;2008;10822
36024 Lalín;Mujeres;2007;10737
36024 Lalín;Mujeres;2006;10730
36024 Lalín;Mujeres;2005;10737
36024 Lalín;Mujeres;2004;10704
36024 Lalín;Mujeres;2003;10669
36024 Lalín;Mujeres;2002;10586
36024 Lalín;Mujeres;2001;10490
36024 Lalín;Mujeres;2000;10462
36024 Lalín;Mujeres;1999;10441
36024 Lalín;Mujeres;1998;10367
36024 Lalín;Mujeres;1997;
36024 Lalín;Mujeres;1996;10528
36025 Lama, A;Total;2020;2397
36025 Lama, A;Total;2019;2445
36025 Lama, A;Total;2018;2430
36025 Lama, A;Total;2017;2478
36025 Lama, A;Total;2016;2587
36025 Lama, A;Total;2015;2670
36025 Lama, A;Total;2014;2763
36025 Lama, A;Total;2013;2862
36025 Lama, A;Total;2012;2918
36025 Lama, A;Total;2011;2976
36025 Lama, A;Total;2010;2966
36025 Lama, A;Total;2009;3001
36025 Lama, A;Total;2008;3014
36025 Lama, A;Total;2007;2995
36025 Lama, A;Total;2006;3022
36025 Lama, A;Total;2005;3026
36025 Lama, A;Total;2004;2905
36025 Lama, A;Total;2003;2957
36025 Lama, A;Total;2002;2882
36025 Lama, A;Total;2001;2831
36025 Lama, A;Total;2000;3047
36025 Lama, A;Total;1999;2985
36025 Lama, A;Total;1998;2956
36025 Lama, A;Total;1997;
36025 Lama, A;Total;1996;2988
36025 Lama, A;Hombres;2020;1192
36025 Lama, A;Hombres;2019;1199
36025 Lama, A;Hombres;2018;1192
36025 Lama, A;Hombres;2017;1217
36025 Lama, A;Hombres;2016;1268
36025 Lama, A;Hombres;2015;1296
36025 Lama, A;Hombres;2014;1338
36025 Lama, A;Hombres;2013;1382
36025 Lama, A;Hombres;2012;1407
36025 Lama, A;Hombres;2011;1426
36025 Lama, A;Hombres;2010;1399
36025 Lama, A;Hombres;2009;1415
36025 Lama, A;Hombres;2008;1409
36025 Lama, A;Hombres;2007;1394
36025 Lama, A;Hombres;2006;1395
36025 Lama, A;Hombres;2005;1386
36025 Lama, A;Hombres;2004;1324
36025 Lama, A;Hombres;2003;1341
36025 Lama, A;Hombres;2002;1290
36025 Lama, A;Hombres;2001;1262
36025 Lama, A;Hombres;2000;1392
36025 Lama, A;Hombres;1999;1356
36025 Lama, A;Hombres;1998;1345
36025 Lama, A;Hombres;1997;
36025 Lama, A;Hombres;1996;1352
36025 Lama, A;Mujeres;2020;1205
36025 Lama, A;Mujeres;2019;1246
36025 Lama, A;Mujeres;2018;1238
36025 Lama, A;Mujeres;2017;1261
36025 Lama, A;Mujeres;2016;1319
36025 Lama, A;Mujeres;2015;1374
36025 Lama, A;Mujeres;2014;1425
36025 Lama, A;Mujeres;2013;1480
36025 Lama, A;Mujeres;2012;1511
36025 Lama, A;Mujeres;2011;1550
36025 Lama, A;Mujeres;2010;1567
36025 Lama, A;Mujeres;2009;1586
36025 Lama, A;Mujeres;2008;1605
36025 Lama, A;Mujeres;2007;1601
36025 Lama, A;Mujeres;2006;1627
36025 Lama, A;Mujeres;2005;1640
36025 Lama, A;Mujeres;2004;1581
36025 Lama, A;Mujeres;2003;1616
36025 Lama, A;Mujeres;2002;1592
36025 Lama, A;Mujeres;2001;1569
