Municipios;Sexo;Periodo;Total
36053 Soutomaior;Mujeres;2011;3662
36053 Soutomaior;Mujeres;2010;3629
36053 Soutomaior;Mujeres;2009;3491
36053 Soutomaior;Mujeres;2008;3337
36053 Soutomaior;Mujeres;2007;3223
36053 Soutomaior;Mujeres;2006;3122
36053 Soutomaior;Mujeres;2005;3025
36053 Soutomaior;Mujeres;2004;2947
36053 Soutomaior;Mujeres;2003;2881
36053 Soutomaior;Mujeres;2002;2828
36053 Soutomaior;Mujeres;2001;2783
36053 Soutomaior;Mujeres;2000;2781
36053 Soutomaior;Mujeres;1999;2755
36053 Soutomaior;Mujeres;1998;2730
36053 Soutomaior;Mujeres;1997;
36053 Soutomaior;Mujeres;1996;2742
36054 Tomiño;Total;2020;13566
36054 Tomiño;Total;2019;13499
36054 Tomiño;Total;2018;13464
36054 Tomiño;Total;2017;13585
36054 Tomiño;Total;2016;13548
36054 Tomiño;Total;2015;13662
36054 Tomiño;Total;2014;13707
36054 Tomiño;Total;2013;13740
36054 Tomiño;Total;2012;13738
36054 Tomiño;Total;2011;13604
36054 Tomiño;Total;2010;13492
36054 Tomiño;Total;2009;13315
36054 Tomiño;Total;2008;12982
36054 Tomiño;Total;2007;12651
36054 Tomiño;Total;2006;12278
36054 Tomiño;Total;2005;11932
36054 Tomiño;Total;2004;11776
36054 Tomiño;Total;2003;11487
36054 Tomiño;Total;2002;11334
36054 Tomiño;Total;2001;11111
36054 Tomiño;Total;2000;10901
36054 Tomiño;Total;1999;10705
36054 Tomiño;Total;1998;10652
36054 Tomiño;Total;1997;
36054 Tomiño;Total;1996;10478
36054 Tomiño;Hombres;2020;6827
36054 Tomiño;Hombres;2019;6815
36054 Tomiño;Hombres;2018;6782
36054 Tomiño;Hombres;2017;6836
36054 Tomiño;Hombres;2016;6813
36054 Tomiño;Hombres;2015;6856
36054 Tomiño;Hombres;2014;6877
36054 Tomiño;Hombres;2013;6904
36054 Tomiño;Hombres;2012;6918
36054 Tomiño;Hombres;2011;6844
36054 Tomiño;Hombres;2010;6791
36054 Tomiño;Hombres;2009;6686
36054 Tomiño;Hombres;2008;6519
36054 Tomiño;Hombres;2007;6316
36054 Tomiño;Hombres;2006;6083
36054 Tomiño;Hombres;2005;5908
36054 Tomiño;Hombres;2004;5812
36054 Tomiño;Hombres;2003;5654
36054 Tomiño;Hombres;2002;5570
36054 Tomiño;Hombres;2001;5437
36054 Tomiño;Hombres;2000;5326
36054 Tomiño;Hombres;1999;5235
36054 Tomiño;Hombres;1998;5188
36054 Tomiño;Hombres;1997;
36054 Tomiño;Hombres;1996;5091
36054 Tomiño;Mujeres;2020;6739
36054 Tomiño;Mujeres;2019;6684
36054 Tomiño;Mujeres;2018;6682
36054 Tomiño;Mujeres;2017;6749
36054 Tomiño;Mujeres;2016;6735
36054 Tomiño;Mujeres;2015;6806
36054 Tomiño;Mujeres;2014;6830
36054 Tomiño;Mujeres;2013;6836
36054 Tomiño;Mujeres;2012;6820
36054 Tomiño;Mujeres;2011;6760
36054 Tomiño;Mujeres;2010;6701
36054 Tomiño;Mujeres;2009;6629
36054 Tomiño;Mujeres;2008;6463
36054 Tomiño;Mujeres;2007;6335
36054 Tomiño;Mujeres;2006;6195
36054 Tomiño;Mujeres;2005;6024
36054 Tomiño;Mujeres;2004;5964
36054 Tomiño;Mujeres;2003;5833
36054 Tomiño;Mujeres;2002;5764
36054 Tomiño;Mujeres;2001;5674
36054 Tomiño;Mujeres;2000;5575
36054 Tomiño;Mujeres;1999;5470
36054 Tomiño;Mujeres;1998;5464
36054 Tomiño;Mujeres;1997;
36054 Tomiño;Mujeres;1996;5387
36055 Tui;Total;2020;17323
36055 Tui;Total;2019;16701
36055 Tui;Total;2018;16902
36055 Tui;Total;2017;16860
36055 Tui;Total;2016;16966
36055 Tui;Total;2015;17013
36055 Tui;Total;2014;16884
36055 Tui;Total;2013;16827
36055 Tui;Total;2012;17230
36055 Tui;Total;2011;17236
36055 Tui;Total;2010;17306
36055 Tui;Total;2009;17262
36055 Tui;Total;2008;16972
36055 Tui;Total;2007;16948
36055 Tui;Total;2006;16925
36055 Tui;Total;2005;16680
36055 Tui;Total;2004;16303
36055 Tui;Total;2003;16326
36055 Tui;Total;2002;16221
36055 Tui;Total;2001;16089
36055 Tui;Total;2000;15939
36055 Tui;Total;1999;15827
36055 Tui;Total;1998;15756
36055 Tui;Total;1997;
36055 Tui;Total;1996;16003
36055 Tui;Hombres;2020;8409
36055 Tui;Hombres;2019;8046
36055 Tui;Hombres;2018;8164
36055 Tui;Hombres;2017;8123
36055 Tui;Hombres;2016;8157
36055 Tui;Hombres;2015;8169
36055 Tui;Hombres;2014;8081
36055 Tui;Hombres;2013;8036
36055 Tui;Hombres;2012;8291
36055 Tui;Hombres;2011;8299
36055 Tui;Hombres;2010;8307
36055 Tui;Hombres;2009;8299
36055 Tui;Hombres;2008;8121
36055 Tui;Hombres;2007;8121
36055 Tui;Hombres;2006;8100
36055 Tui;Hombres;2005;7980
36055 Tui;Hombres;2004;7774
36055 Tui;Hombres;2003;7803
36055 Tui;Hombres;2002;7774
36055 Tui;Hombres;2001;7698
36055 Tui;Hombres;2000;7612
36055 Tui;Hombres;1999;7549
36055 Tui;Hombres;1998;7494
36055 Tui;Hombres;1997;
36055 Tui;Hombres;1996;7613
36055 Tui;Mujeres;2020;8914
36055 Tui;Mujeres;2019;8655
36055 Tui;Mujeres;2018;8738
36055 Tui;Mujeres;2017;8737
36055 Tui;Mujeres;2016;8809
36055 Tui;Mujeres;2015;8844
36055 Tui;Mujeres;2014;8803
36055 Tui;Mujeres;2013;8791
36055 Tui;Mujeres;2012;8939
36055 Tui;Mujeres;2011;8937
36055 Tui;Mujeres;2010;8999
36055 Tui;Mujeres;2009;8963
36055 Tui;Mujeres;2008;8851
36055 Tui;Mujeres;2007;8827
36055 Tui;Mujeres;2006;8825
36055 Tui;Mujeres;2005;8700
36055 Tui;Mujeres;2004;8529
36055 Tui;Mujeres;2003;8523
36055 Tui;Mujeres;2002;8447
36055 Tui;Mujeres;2001;8391
36055 Tui;Mujeres;2000;8327
36055 Tui;Mujeres;1999;8278
36055 Tui;Mujeres;1998;8262
36055 Tui;Mujeres;1997;
36055 Tui;Mujeres;1996;8390
36056 Valga;Total;2020;5824
36056 Valga;Total;2019;5869
36056 Valga;Total;2018;5927
36056 Valga;Total;2017;5986
36056 Valga;Total;2016;6047
36056 Valga;Total;2015;6062
36056 Valga;Total;2014;6050
36056 Valga;Total;2013;6059
36056 Valga;Total;2012;6072
36056 Valga;Total;2011;6103
36056 Valga;Total;2010;6127
36056 Valga;Total;2009;6120
36056 Valga;Total;2008;6096
36056 Valga;Total;2007;6071
36056 Valga;Total;2006;6116
36056 Valga;Total;2005;6108
36056 Valga;Total;2004;6160
36056 Valga;Total;2003;6174
36056 Valga;Total;2002;6173
36056 Valga;Total;2001;6275
36056 Valga;Total;2000;6310
36056 Valga;Total;1999;6288
36056 Valga;Total;1998;6288
36056 Valga;Total;1997;
36056 Valga;Total;1996;6442
36056 Valga;Hombres;2020;2866
36056 Valga;Hombres;2019;2890
36056 Valga;Hombres;2018;2914
36056 Valga;Hombres;2017;2933
36056 Valga;Hombres;2016;2952
36056 Valga;Hombres;2015;2965
36056 Valga;Hombres;2014;2943
36056 Valga;Hombres;2013;2950
36056 Valga;Hombres;2012;2969
36056 Valga;Hombres;2011;2997
36056 Valga;Hombres;2010;3003
36056 Valga;Hombres;2009;2998
36056 Valga;Hombres;2008;2987
36056 Valga;Hombres;2007;2971
36056 Valga;Hombres;2006;3003
36056 Valga;Hombres;2005;2996
36056 Valga;Hombres;2004;3030
36056 Valga;Hombres;2003;3031
36056 Valga;Hombres;2002;2998
36056 Valga;Hombres;2001;3055
36056 Valga;Hombres;2000;3089
36056 Valga;Hombres;1999;3060
36056 Valga;Hombres;1998;3060
36056 Valga;Hombres;1997;
36056 Valga;Hombres;1996;3155
36056 Valga;Mujeres;2020;2958
36056 Valga;Mujeres;2019;2979
36056 Valga;Mujeres;2018;3013
36056 Valga;Mujeres;2017;3053
36056 Valga;Mujeres;2016;3095
36056 Valga;Mujeres;2015;3097
36056 Valga;Mujeres;2014;3107
36056 Valga;Mujeres;2013;3109
36056 Valga;Mujeres;2012;3103
36056 Valga;Mujeres;2011;3106
36056 Valga;Mujeres;2010;3124
36056 Valga;Mujeres;2009;3122
36056 Valga;Mujeres;2008;3109
36056 Valga;Mujeres;2007;3100
36056 Valga;Mujeres;2006;3113
36056 Valga;Mujeres;2005;3112
36056 Valga;Mujeres;2004;3130
36056 Valga;Mujeres;2003;3143
36056 Valga;Mujeres;2002;3175
36056 Valga;Mujeres;2001;3220
36056 Valga;Mujeres;2000;3221
36056 Valga;Mujeres;1999;3228
36056 Valga;Mujeres;1998;3228
36056 Valga;Mujeres;1997;
36056 Valga;Mujeres;1996;3287
36057 Vigo;Total;2020;296692
36057 Vigo;Total;2019;295364
36057 Vigo;Total;2018;293642
36057 Vigo;Total;2017;292986
36057 Vigo;Total;2016;292817
36057 Vigo;Total;2015;294098
36057 Vigo;Total;2014;294997
36057 Vigo;Total;2013;296479
36057 Vigo;Total;2012;297355
36057 Vigo;Total;2011;297241
36057 Vigo;Total;2010;297124
36057 Vigo;Total;2009;297332
36057 Vigo;Total;2008;295703
36057 Vigo;Total;2007;294772
36057 Vigo;Total;2006;293255
36057 Vigo;Total;2005;293725
36057 Vigo;Total;2004;292059
36057 Vigo;Total;2003;292566
36057 Vigo;Total;2002;288324
36057 Vigo;Total;2001;287282
36057 Vigo;Total;2000;285526
36057 Vigo;Total;1999;283670
36057 Vigo;Total;1998;283110
36057 Vigo;Total;1997;
36057 Vigo;Total;1996;286774
36057 Vigo;Hombres;2020;140164
36057 Vigo;Hombres;2019;139699
36057 Vigo;Hombres;2018;138980
36057 Vigo;Hombres;2017;138867
36057 Vigo;Hombres;2016;138911
36057 Vigo;Hombres;2015;139688
36057 Vigo;Hombres;2014;140326
36057 Vigo;Hombres;2013;141359
36057 Vigo;Hombres;2012;141806
36057 Vigo;Hombres;2011;141638
36057 Vigo;Hombres;2010;141647
36057 Vigo;Hombres;2009;141720
36057 Vigo;Hombres;2008;140870
36057 Vigo;Hombres;2007;140556
36057 Vigo;Hombres;2006;139869
36057 Vigo;Hombres;2005;140119
36057 Vigo;Hombres;2004;139405
36057 Vigo;Hombres;2003;139556
36057 Vigo;Hombres;2002;137175
36057 Vigo;Hombres;2001;136537
36057 Vigo;Hombres;2000;135413
36057 Vigo;Hombres;1999;134490
36057 Vigo;Hombres;1998;134369
36057 Vigo;Hombres;1997;
36057 Vigo;Hombres;1996;136332
36057 Vigo;Mujeres;2020;156528
36057 Vigo;Mujeres;2019;155665
36057 Vigo;Mujeres;2018;154662
36057 Vigo;Mujeres;2017;154119
36057 Vigo;Mujeres;2016;153906
36057 Vigo;Mujeres;2015;154410
36057 Vigo;Mujeres;2014;154671
36057 Vigo;Mujeres;2013;155120
36057 Vigo;Mujeres;2012;155549
36057 Vigo;Mujeres;2011;155603
36057 Vigo;Mujeres;2010;155477
36057 Vigo;Mujeres;2009;155612
36057 Vigo;Mujeres;2008;154833
36057 Vigo;Mujeres;2007;154216
36057 Vigo;Mujeres;2006;153386
36057 Vigo;Mujeres;2005;153606
36057 Vigo;Mujeres;2004;152654
36057 Vigo;Mujeres;2003;153010
36057 Vigo;Mujeres;2002;151149
36057 Vigo;Mujeres;2001;150745
36057 Vigo;Mujeres;2000;150113
36057 Vigo;Mujeres;1999;149180
36057 Vigo;Mujeres;1998;148741
36057 Vigo;Mujeres;1997;
36057 Vigo;Mujeres;1996;150442
36059 Vila de Cruces;Total;2020;5208
36059 Vila de Cruces;Total;2019;5246
36059 Vila de Cruces;Total;2018;5273
36059 Vila de Cruces;Total;2017;5389
36059 Vila de Cruces;Total;2016;5435
36059 Vila de Cruces;Total;2015;5556
36059 Vila de Cruces;Total;2014;5676
36059 Vila de Cruces;Total;2013;5934
36059 Vila de Cruces;Total;2012;6085
36059 Vila de Cruces;Total;2011;6325
36059 Vila de Cruces;Total;2010;6437
36059 Vila de Cruces;Total;2009;6475
36059 Vila de Cruces;Total;2008;6513
36059 Vila de Cruces;Total;2007;6550
36059 Vila de Cruces;Total;2006;6644
36059 Vila de Cruces;Total;2005;6720
36059 Vila de Cruces;Total;2004;6779
36059 Vila de Cruces;Total;2003;6953
36059 Vila de Cruces;Total;2002;7004
36059 Vila de Cruces;Total;2001;7108
36059 Vila de Cruces;Total;2000;7171
36059 Vila de Cruces;Total;1999;7219
36059 Vila de Cruces;Total;1998;7370
36059 Vila de Cruces;Total;1997;
36059 Vila de Cruces;Total;1996;7624
36059 Vila de Cruces;Hombres;2020;2578
36059 Vila de Cruces;Hombres;2019;2578
36059 Vila de Cruces;Hombres;2018;2589
36059 Vila de Cruces;Hombres;2017;2641
36059 Vila de Cruces;Hombres;2016;2656
36059 Vila de Cruces;Hombres;2015;2711
36059 Vila de Cruces;Hombres;2014;2773
36059 Vila de Cruces;Hombres;2013;2918
36059 Vila de Cruces;Hombres;2012;3008
36059 Vila de Cruces;Hombres;2011;3126
36059 Vila de Cruces;Hombres;2010;3177
36059 Vila de Cruces;Hombres;2009;3177
36059 Vila de Cruces;Hombres;2008;3225
36059 Vila de Cruces;Hombres;2007;3272
36059 Vila de Cruces;Hombres;2006;3315
36059 Vila de Cruces;Hombres;2005;3362
36059 Vila de Cruces;Hombres;2004;3372
36059 Vila de Cruces;Hombres;2003;3419
36059 Vila de Cruces;Hombres;2002;3429
36059 Vila de Cruces;Hombres;2001;3470
36059 Vila de Cruces;Hombres;2000;3502
36059 Vila de Cruces;Hombres;1999;3528
36059 Vila de Cruces;Hombres;1998;3604
36059 Vila de Cruces;Hombres;1997;
36059 Vila de Cruces;Hombres;1996;3740
36059 Vila de Cruces;Mujeres;2020;2630
36059 Vila de Cruces;Mujeres;2019;2668
36059 Vila de Cruces;Mujeres;2018;2684
36059 Vila de Cruces;Mujeres;2017;2748
36059 Vila de Cruces;Mujeres;2016;2779
36059 Vila de Cruces;Mujeres;2015;2845
36059 Vila de Cruces;Mujeres;2014;2903
36059 Vila de Cruces;Mujeres;2013;3016
36059 Vila de Cruces;Mujeres;2012;3077
36059 Vila de Cruces;Mujeres;2011;3199
36059 Vila de Cruces;Mujeres;2010;3260
36059 Vila de Cruces;Mujeres;2009;3298
36059 Vila de Cruces;Mujeres;2008;3288
36059 Vila de Cruces;Mujeres;2007;3278
36059 Vila de Cruces;Mujeres;2006;3329
36059 Vila de Cruces;Mujeres;2005;3358
36059 Vila de Cruces;Mujeres;2004;3407
36059 Vila de Cruces;Mujeres;2003;3534
36059 Vila de Cruces;Mujeres;2002;3575
36059 Vila de Cruces;Mujeres;2001;3638
36059 Vila de Cruces;Mujeres;2000;3669
36059 Vila de Cruces;Mujeres;1999;3691
36059 Vila de Cruces;Mujeres;1998;3766
36059 Vila de Cruces;Mujeres;1997;
36059 Vila de Cruces;Mujeres;1996;3884
36058 Vilaboa;Total;2020;5919
36058 Vilaboa;Total;2019;5874
36058 Vilaboa;Total;2018;5954
36058 Vilaboa;Total;2017;6023
36058 Vilaboa;Total;2016;6043
36058 Vilaboa;Total;2015;6059
36058 Vilaboa;Total;2014;5972
36058 Vilaboa;Total;2013;5848
36058 Vilaboa;Total;2012;5965
36058 Vilaboa;Total;2011;6024
36058 Vilaboa;Total;2010;5991
36058 Vilaboa;Total;2009;5978
36058 Vilaboa;Total;2008;5935
36058 Vilaboa;Total;2007;6015
36058 Vilaboa;Total;2006;6030
36058 Vilaboa;Total;2005;5947
36058 Vilaboa;Total;2004;5853
36058 Vilaboa;Total;2003;5839
36058 Vilaboa;Total;2002;5756
36058 Vilaboa;Total;2001;5755
36058 Vilaboa;Total;2000;5780
36058 Vilaboa;Total;1999;5761
36058 Vilaboa;Total;1998;5731
36058 Vilaboa;Total;1997;
36058 Vilaboa;Total;1996;5639
36058 Vilaboa;Hombres;2020;2892
36058 Vilaboa;Hombres;2019;2859
36058 Vilaboa;Hombres;2018;2899
36058 Vilaboa;Hombres;2017;2933
36058 Vilaboa;Hombres;2016;2943
36058 Vilaboa;Hombres;2015;2934
36058 Vilaboa;Hombres;2014;2887
36058 Vilaboa;Hombres;2013;2813
36058 Vilaboa;Hombres;2012;2884
36058 Vilaboa;Hombres;2011;2917
36058 Vilaboa;Hombres;2010;2890
36058 Vilaboa;Hombres;2009;2903
36058 Vilaboa;Hombres;2008;2895
36058 Vilaboa;Hombres;2007;2943
36058 Vilaboa;Hombres;2006;2947
36058 Vilaboa;Hombres;2005;2929
36058 Vilaboa;Hombres;2004;2875
36058 Vilaboa;Hombres;2003;2892
36058 Vilaboa;Hombres;2002;2834
36058 Vilaboa;Hombres;2001;2837
36058 Vilaboa;Hombres;2000;2843
36058 Vilaboa;Hombres;1999;2832
36058 Vilaboa;Hombres;1998;2805
36058 Vilaboa;Hombres;1997;
36058 Vilaboa;Hombres;1996;2761
36058 Vilaboa;Mujeres;2020;3027
36058 Vilaboa;Mujeres;2019;3015
36058 Vilaboa;Mujeres;2018;3055
36058 Vilaboa;Mujeres;2017;3090
36058 Vilaboa;Mujeres;2016;3100
36058 Vilaboa;Mujeres;2015;3125
36058 Vilaboa;Mujeres;2014;3085
36058 Vilaboa;Mujeres;2013;3035
36058 Vilaboa;Mujeres;2012;3081
36058 Vilaboa;Mujeres;2011;3107
36058 Vilaboa;Mujeres;2010;3101
36058 Vilaboa;Mujeres;2009;3075
36058 Vilaboa;Mujeres;2008;3040
36058 Vilaboa;Mujeres;2007;3072
36058 Vilaboa;Mujeres;2006;3083
36058 Vilaboa;Mujeres;2005;3018
36058 Vilaboa;Mujeres;2004;2978
36058 Vilaboa;Mujeres;2003;2947
36058 Vilaboa;Mujeres;2002;2922
36058 Vilaboa;Mujeres;2001;2918
36058 Vilaboa;Mujeres;2000;2937
36058 Vilaboa;Mujeres;1999;2929
36058 Vilaboa;Mujeres;1998;2926
36058 Vilaboa;Mujeres;1997;
36058 Vilaboa;Mujeres;1996;2878
36060 Vilagarcía de Arousa;Total;2020;37565
36060 Vilagarcía de Arousa;Total;2019;37456
36060 Vilagarcía de Arousa;Total;2018;37519
36060 Vilagarcía de Arousa;Total;2017;37479
36060 Vilagarcía de Arousa;Total;2016;37283
36060 Vilagarcía de Arousa;Total;2015;37482
36060 Vilagarcía de Arousa;Total;2014;37712
36060 Vilagarcía de Arousa;Total;2013;37741
36060 Vilagarcía de Arousa;Total;2012;37621
36060 Vilagarcía de Arousa;Total;2011;37903
36060 Vilagarcía de Arousa;Total;2010;37926
36060 Vilagarcía de Arousa;Total;2009;37576
36060 Vilagarcía de Arousa;Total;2008;37329
36060 Vilagarcía de Arousa;Total;2007;36743
36060 Vilagarcía de Arousa;Total;2006;36519
36060 Vilagarcía de Arousa;Total;2005;35954
36060 Vilagarcía de Arousa;Total;2004;35053
36060 Vilagarcía de Arousa;Total;2003;34469
36060 Vilagarcía de Arousa;Total;2002;33907
36060 Vilagarcía de Arousa;Total;2001;33823
36060 Vilagarcía de Arousa;Total;2000;33832
36060 Vilagarcía de Arousa;Total;1999;33909
36060 Vilagarcía de Arousa;Total;1998;33724
36060 Vilagarcía de Arousa;Total;1997;
36060 Vilagarcía de Arousa;Total;1996;33375
36060 Vilagarcía de Arousa;Hombres;2020;17989
36060 Vilagarcía de Arousa;Hombres;2019;17930
36060 Vilagarcía de Arousa;Hombres;2018;17970
36060 Vilagarcía de Arousa;Hombres;2017;17955
36060 Vilagarcía de Arousa;Hombres;2016;17894
36060 Vilagarcía de Arousa;Hombres;2015;17978
36060 Vilagarcía de Arousa;Hombres;2014;18099
36060 Vilagarcía de Arousa;Hombres;2013;18151
36060 Vilagarcía de Arousa;Hombres;2012;18091
36060 Vilagarcía de Arousa;Hombres;2011;18176
36060 Vilagarcía de Arousa;Hombres;2010;18242
36060 Vilagarcía de Arousa;Hombres;2009;18110
36060 Vilagarcía de Arousa;Hombres;2008;18037
36060 Vilagarcía de Arousa;Hombres;2007;17762
36060 Vilagarcía de Arousa;Hombres;2006;17605
36060 Vilagarcía de Arousa;Hombres;2005;17348
36060 Vilagarcía de Arousa;Hombres;2004;16912
36060 Vilagarcía de Arousa;Hombres;2003;16611
36060 Vilagarcía de Arousa;Hombres;2002;16350
36060 Vilagarcía de Arousa;Hombres;2001;16310
36060 Vilagarcía de Arousa;Hombres;2000;16310
36060 Vilagarcía de Arousa;Hombres;1999;16356
36060 Vilagarcía de Arousa;Hombres;1998;16318
36060 Vilagarcía de Arousa;Hombres;1997;
36060 Vilagarcía de Arousa;Hombres;1996;16144
36060 Vilagarcía de Arousa;Mujeres;2020;19576
36060 Vilagarcía de Arousa;Mujeres;2019;19526
36060 Vilagarcía de Arousa;Mujeres;2018;19549
36060 Vilagarcía de Arousa;Mujeres;2017;19524
36060 Vilagarcía de Arousa;Mujeres;2016;19389
36060 Vilagarcía de Arousa;Mujeres;2015;19504
36060 Vilagarcía de Arousa;Mujeres;2014;19613
36060 Vilagarcía de Arousa;Mujeres;2013;19590
36060 Vilagarcía de Arousa;Mujeres;2012;19530
36060 Vilagarcía de Arousa;Mujeres;2011;19727
36060 Vilagarcía de Arousa;Mujeres;2010;19684
36060 Vilagarcía de Arousa;Mujeres;2009;19466
36060 Vilagarcía de Arousa;Mujeres;2008;19292
36060 Vilagarcía de Arousa;Mujeres;2007;18981
36060 Vilagarcía de Arousa;Mujeres;2006;18914
36060 Vilagarcía de Arousa;Mujeres;2005;18606
36060 Vilagarcía de Arousa;Mujeres;2004;18141
36060 Vilagarcía de Arousa;Mujeres;2003;17858
36060 Vilagarcía de Arousa;Mujeres;2002;17557
36060 Vilagarcía de Arousa;Mujeres;2001;17513
36060 Vilagarcía de Arousa;Mujeres;2000;17522
36060 Vilagarcía de Arousa;Mujeres;1999;17553
36060 Vilagarcía de Arousa;Mujeres;1998;17406
36060 Vilagarcía de Arousa;Mujeres;1997;
36060 Vilagarcía de Arousa;Mujeres;1996;17231
36061 Vilanova de Arousa;Total;2020;10239
36061 Vilanova de Arousa;Total;2019;10302
36061 Vilanova de Arousa;Total;2018;10352
36061 Vilanova de Arousa;Total;2017;10361
36061 Vilanova de Arousa;Total;2016;10406
36061 Vilanova de Arousa;Total;2015;10422
36061 Vilanova de Arousa;Total;2014;10459
36061 Vilanova de Arousa;Total;2013;10502
36061 Vilanova de Arousa;Total;2012;10590
36061 Vilanova de Arousa;Total;2011;10614
36061 Vilanova de Arousa;Total;2010;10682
36061 Vilanova de Arousa;Total;2009;10719
36061 Vilanova de Arousa;Total;2008;10643
36061 Vilanova de Arousa;Total;2007;10638
36061 Vilanova de Arousa;Total;2006;10592
36061 Vilanova de Arousa;Total;2005;10497
36061 Vilanova de Arousa;Total;2004;10421
36061 Vilanova de Arousa;Total;2003;10430
36061 Vilanova de Arousa;Total;2002;10378
36061 Vilanova de Arousa;Total;2001;10229
36061 Vilanova de Arousa;Total;2000;10303
36061 Vilanova de Arousa;Total;1999;10277
36061 Vilanova de Arousa;Total;1998;10380
36061 Vilanova de Arousa;Total;1997;
36061 Vilanova de Arousa;Total;1996;15198
36061 Vilanova de Arousa;Hombres;2020;4960
36061 Vilanova de Arousa;Hombres;2019;4998
36061 Vilanova de Arousa;Hombres;2018;5035
36061 Vilanova de Arousa;Hombres;2017;5077
36061 Vilanova de Arousa;Hombres;2016;5102
36061 Vilanova de Arousa;Hombres;2015;5105
36061 Vilanova de Arousa;Hombres;2014;5134
36061 Vilanova de Arousa;Hombres;2013;5149
36061 Vilanova de Arousa;Hombres;2012;5177
36061 Vilanova de Arousa;Hombres;2011;5184
36061 Vilanova de Arousa;Hombres;2010;5209
36061 Vilanova de Arousa;Hombres;2009;5203
36061 Vilanova de Arousa;Hombres;2008;5165
36061 Vilanova de Arousa;Hombres;2007;5152
36061 Vilanova de Arousa;Hombres;2006;5140
36061 Vilanova de Arousa;Hombres;2005;5087
36061 Vilanova de Arousa;Hombres;2004;5040
36061 Vilanova de Arousa;Hombres;2003;5036
36061 Vilanova de Arousa;Hombres;2002;5013
36061 Vilanova de Arousa;Hombres;2001;4934
36061 Vilanova de Arousa;Hombres;2000;4971
36061 Vilanova de Arousa;Hombres;1999;4985
36061 Vilanova de Arousa;Hombres;1998;5033
36061 Vilanova de Arousa;Hombres;1997;
36061 Vilanova de Arousa;Hombres;1996;7387
36061 Vilanova de Arousa;Mujeres;2020;5279
36061 Vilanova de Arousa;Mujeres;2019;5304
36061 Vilanova de Arousa;Mujeres;2018;5317
36061 Vilanova de Arousa;Mujeres;2017;5284
36061 Vilanova de Arousa;Mujeres;2016;5304
36061 Vilanova de Arousa;Mujeres;2015;5317
36061 Vilanova de Arousa;Mujeres;2014;5325
36061 Vilanova de Arousa;Mujeres;2013;5353
36061 Vilanova de Arousa;Mujeres;2012;5413
36061 Vilanova de Arousa;Mujeres;2011;5430
36061 Vilanova de Arousa;Mujeres;2010;5473
36061 Vilanova de Arousa;Mujeres;2009;5516
36061 Vilanova de Arousa;Mujeres;2008;5478
36061 Vilanova de Arousa;Mujeres;2007;5486
36061 Vilanova de Arousa;Mujeres;2006;5452
36061 Vilanova de Arousa;Mujeres;2005;5410
36061 Vilanova de Arousa;Mujeres;2004;5381
36061 Vilanova de Arousa;Mujeres;2003;5394
36061 Vilanova de Arousa;Mujeres;2002;5365
36061 Vilanova de Arousa;Mujeres;2001;5295
36061 Vilanova de Arousa;Mujeres;2000;5332
36061 Vilanova de Arousa;Mujeres;1999;5292
36061 Vilanova de Arousa;Mujeres;1998;5347
36061 Vilanova de Arousa;Mujeres;1997;
36061 Vilanova de Arousa;Mujeres;1996;7811
